y,x1,x2
1,0.18858055493297426,-0.8557546552995189
1,0.7620140379871576,0.09262381075177284
1,0.8297336772687605,-0.7457452720021177
1,-0.944717496509275,0.2848810021589075
1,-0.008234853501650532,0.8958413690012628
1,-0.14199748596742912,0.8641622352848423
1,0.7524849212759992,0.618629087611323
1,-1.0716485369791564,0.06756348791208593
1,-0.13840893184584127,-0.9297903402141544
1,0.91204674658291,-0.7186375700532268
1,0.36032227417760443,0.9633188584798485
1,-0.058236627167712184,0.8914973358606336
1,-1.1470830385799387,0.08332045035843628
1,-0.13845694853582835,-0.8142431019204805
1,0.852829663329206,-0.5654692109212052
1,0.09141566204724179,0.8855094161905992
1,-0.818692399299945,-0.19598122172719618
1,0.7547116543789747,0.3927580472216774
1,0.2556575704055029,-1.1587893538467384
1,0.612763675741329,0.5297801953975724
1,-0.2524490271890293,1.0421653304484984
1,0.7155453767595962,-0.4982016379612031
1,-1.0011259132374768,0.5875735320276385
1,1.0907969360054492,-0.11676817998926044
1,1.1615601596169758,-0.2471311271986204
1,-0.4466120833643181,0.7105993796554498
1,-1.050347217410408,0.1317154514367396
1,0.566225244374379,-0.5490254936890948
1,0.5088098782956149,1.1042431031735616
1,-0.48757063943366125,0.7313023816272899
1,-0.13401168316179055,1.1856074395487122
1,0.1743938917014173,-1.0593232520875506
1,-1.0324322498764642,-0.5260438996782845
1,0.38216571105118324,0.8839583011261924
1,-0.8895405318878583,-0.44077658497535477
1,0.8086188244998493,0.2291862018335575
1,0.30779239728716057,-0.8740602717264906
1,-0.5736618805030788,-0.4989599433989921
1,-1.2180924070174468,0.16704327792190124
1,0.6304017111988536,0.5339231354475052
1,0.8350088523066969,0.906604224303413
1,0.716573382261909,0.7643339442260026
1,0.7548494031835865,-0.4907215842249883
1,-0.6326070751591196,0.6160905699380679
1,1.1478892984002356,-0.45033073094925125
1,0.5542203187299853,-0.9255314353597408
1,0.012609337920363931,1.093357812740368
1,-0.5807312487232877,-1.0245938683088434
1,-1.139079797481231,0.1628088756690406
1,-0.881316781216212,0.6695867704033261
1,0.973259164197004,0.3157465714743437
1,0.20724428347684057,-0.9535488469303994
1,-0.3472887643532314,-0.9058160928479467
1,-0.5067172526525242,-0.8699438902195271
1,0.08965231233370835,0.9953778031409752
1,0.2089743890981399,0.7233214730341896
1,0.34369191753381606,-1.1393773979388526
1,0.5723821057193589,0.8288564762268182
1,0.04814980706891496,0.847291542082713
1,-0.019660203833797817,1.2109125235219573
1,-1.1988295173230201,0.026427678805125237
1,-0.5804701834178544,1.0916650239969001
1,0.8619672663025788,-0.5051183879674573
1,-0.08055533906964699,0.7463268004323391
1,-1.2036349648914246,0.04119499035396532
1,-1.0052537562280632,-0.6504437129630902
1,-0.7863085528931893,0.7360025765778825
1,-1.1871251543977237,-0.16789377340333783
1,0.018161611309229005,-0.8606445900726718
1,-0.97941349261414,0.1636980216162975
1,0.42852620080920517,1.0693756181050686
1,0.47588347211105236,-0.7114074345127447
1,0.05969389019068665,-0.8928898551442492
1,0.07014668411316814,-0.8368335003218449
1,0.7919282729148003,-0.035916236997219575
1,-0.7197033104073178,-0.6460352662632918
1,0.6684735495139441,0.7748340522014864
1,-0.24337659665715722,0.7402318706341655
1,0.16912245191497813,0.7366552505080918
1,0.7872564599276322,0.13499291845600045
1,0.3214058244523634,0.7309595605686098
1,0.21918375241018748,0.7302776903242094
1,-1.0697434335959397,-0.5966042476073087
1,-0.4655024503304062,-0.978084270037857
1,0.4003402469942608,0.9280648312228298
1,-0.8819894779918589,-0.1628673894983395
1,0.9775287229091288,-0.03370978457881426
1,-0.7250179395868531,-0.4280580890347805
1,0.03492930563519687,-1.17577381726675
1,0.9409022071608331,-0.07628244976519484
1,-1.0160156174477304,-0.05355970610668692
1,0.1930107335254581,-0.7512108184424278
1,-0.9652684689739641,-0.39506357679377896
1,0.12894787356846057,1.0539900506478261
1,-0.520223898445805,0.645517624416334
1,0.10227126708604412,0.9408669482260201
1,0.590022063971508,1.025596369693129
1,-0.4139034449464847,-0.8669108689683885
1,0.08410145695120937,1.2004640141430705
1,-1.0098928415232211,0.31729991140216923
1,0.8819071054980858,-0.8185744814304626
1,-0.7738093820705062,-0.9003469059312307
1,-0.6358396627459091,-0.46194153273276556
1,-0.9257647358070124,-0.12400359401650778
1,-0.14722980768672148,-0.7666900222080592
1,0.6252749165408955,0.602969781593804
1,0.7899282383169035,-0.05477962061545519
1,0.8438726804224532,-0.4662807022199224
1,-0.7528782975758166,0.9547958248340911
1,-0.6734242591750462,0.5086837107861231
1,0.879574653729105,0.5046696694865892
1,0.36419405334637134,0.7132489642988054
1,-1.0561615119748755,-0.2730489671023097
1,-0.5975223825104387,-0.8212234133461965
1,-0.7781540172002527,-0.20258812467620282
1,-0.6805524038899864,-0.31703399692600215
1,0.6208011343249626,-0.5408740791271809
1,0.4790062069078719,0.6048725485630985
1,0.2829488561623512,1.1290229612051241
1,0.8239065779118798,-0.5539550866614442
1,-1.0124881246236253,-0.01498110165561415
1,-0.7079435636432593,-0.8522742648441098
1,0.6271304611169753,-0.8362264777885592
1,1.101996556838104,-0.3104775790602388
1,-0.790423267110563,0.22244414339569948
0,-0.045892211788998265,0.7435914254111098
0,0.27556036676283346,-0.19992242211135108
0,-0.4526370437314512,-0.3866163252867281
0,-0.2611719366491335,0.2569674101186739
0,-0.4011445174736652,0.1541749152579357
0,-0.40601503462600586,-0.07299331048046445
0,0.664570018153781,0.3027724976389839
0,-0.424824581930601,0.3847830895318882
0,0.25221533835602694,0.04870416479785056
0,0.4356501624730794,-0.4254426371506631
0,0.6041685660557493,0.35854628341285605
0,0.37564693682443373,0.1794827063613465
0,0.3144054126072144,-0.3204662116489035
0,-0.28584153891843117,0.2427675395063699
0,-0.27454746768830246,0.09744407306726195
0,0.18492786721333915,0.17943012886673856
0,-0.3278590259218096,0.4645983639464725
0,0.32097092073405137,-0.2770852022235257
0,0.2553722539172598,-0.3641206892266943
0,0.11905285814722998,0.2690999529496076
0,0.6203467257704199,-0.17356323086298317
